,model,score,task,category,question_id
3060,gemma-3-4b-it,33.3333333333333,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3061,llama-3.1-70b-instruct,100.0,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3062,llama-3.1-8b-instruct,100.0,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3063,llama-3.2-1b-instruct,33.3333333333333,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3064,llama-3.2-3b-instruct,33.3333333333333,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3065,mistral-24b,100.0,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3066,mistral-7b,33.3333333333333,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3067,qwen-2.5-3b-instruct,33.3333333333333,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3068,qwen-32b,100.0,summarize,instruction_following,e82f3903e07a703bc0a123ce7c33fdb48ed0392424e78fee0838fbdf04a4df89
3069,gemma-3-12b-it,37.5,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3070,gemma-3-1b-it,25.0,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3071,gemma-3-4b-it,25.0,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3072,llama-3.1-70b-instruct,37.5,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3073,llama-3.1-8b-instruct,25.0,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3074,llama-3.2-1b-instruct,25.0,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3075,llama-3.2-3b-instruct,25.0,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3076,mistral-24b,37.5,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3077,mistral-7b,37.5,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3078,qwen-2.5-3b-instruct,37.5,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3079,qwen-32b,25.0,summarize,instruction_following,ea77eae86c3ed7f4d23bd01b7890e281f98d7ab6c2ea49311db5494eafa2015f
3080,gemma-3-12b-it,100.0,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3081,gemma-3-1b-it,12.5,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3082,gemma-3-4b-it,25.0,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3083,llama-3.1-70b-instruct,37.5,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3084,llama-3.1-8b-instruct,12.5,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3085,llama-3.2-1b-instruct,12.5,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3086,llama-3.2-3b-instruct,100.0,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3087,mistral-24b,25.0,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3088,mistral-7b,12.5,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3089,qwen-2.5-3b-instruct,25.0,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3090,qwen-32b,100.0,summarize,instruction_following,eefd7562fb00c75f1c032054480f823ac688a51107058c6c70baca63bc74b053
3091,gemma-3-12b-it,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3092,gemma-3-1b-it,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3093,gemma-3-4b-it,16.6666666666666,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3094,llama-3.1-70b-instruct,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3095,llama-3.1-8b-instruct,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3096,llama-3.2-1b-instruct,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3097,llama-3.2-3b-instruct,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3098,mistral-24b,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3099,mistral-7b,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3100,qwen-2.5-3b-instruct,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3101,qwen-32b,33.3333333333333,summarize,instruction_following,f78e08310e88c279b1a01f6e2287b69174786bffa80754ffa5221a3538ccd53e
3102,gemma-3-12b-it,40.0,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3103,gemma-3-1b-it,30.000000000000004,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3104,gemma-3-4b-it,30.000000000000004,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3105,llama-3.1-70b-instruct,30.000000000000004,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3106,llama-3.1-8b-instruct,20.0,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3107,llama-3.2-1b-instruct,30.000000000000004,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3108,llama-3.2-3b-instruct,30.000000000000004,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3109,mistral-24b,20.0,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3110,mistral-7b,20.0,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3111,qwen-2.5-3b-instruct,40.0,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3112,qwen-32b,30.000000000000004,paraphrase,instruction_following,0a0385df33f3d95602ab7f1a78de0bfc276cd8067d27336188e84341cdd02032
3113,gemma-3-12b-it,100.0,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3114,gemma-3-1b-it,37.5,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3115,gemma-3-4b-it,100.0,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3116,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3117,llama-3.1-8b-instruct,37.5,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3118,llama-3.2-1b-instruct,37.5,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3119,llama-3.2-3b-instruct,100.0,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3120,mistral-24b,25.0,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3121,mistral-7b,37.5,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3122,qwen-2.5-3b-instruct,37.5,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3123,qwen-32b,37.5,paraphrase,instruction_following,0cf5814b25d7aa0420a7d6d8f03e0ccd977c61fb996be04f8c3221153ba1f005
3124,gemma-3-12b-it,100.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3125,gemma-3-1b-it,0.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3126,gemma-3-4b-it,25.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3127,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3128,llama-3.1-8b-instruct,25.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3129,llama-3.2-1b-instruct,0.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3130,llama-3.2-3b-instruct,100.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3131,mistral-24b,100.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3132,mistral-7b,0.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3133,qwen-2.5-3b-instruct,0.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3134,qwen-32b,100.0,paraphrase,instruction_following,0f90f3ed7d95e22249b1376b7f31afddcf5f6de2f813cd91d64f4f3c47bfb129
3135,gemma-3-12b-it,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3136,gemma-3-1b-it,25.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3137,gemma-3-4b-it,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3138,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3139,llama-3.1-8b-instruct,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3140,llama-3.2-1b-instruct,25.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3141,llama-3.2-3b-instruct,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3142,mistral-24b,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3143,mistral-7b,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3144,qwen-2.5-3b-instruct,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3145,qwen-32b,100.0,paraphrase,instruction_following,12511f1ecaf9b43b03990406cbc2634eb438a570f7083526de0a4ca894d64371
3146,gemma-3-12b-it,100.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3147,gemma-3-1b-it,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3148,gemma-3-4b-it,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3149,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3150,llama-3.1-8b-instruct,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3151,llama-3.2-1b-instruct,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3152,llama-3.2-3b-instruct,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3153,mistral-24b,100.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3154,mistral-7b,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3155,qwen-2.5-3b-instruct,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3156,qwen-32b,40.0,paraphrase,instruction_following,1597a46fa20861cb667a3233363762f3f6df6f4a51fd205fd6b496cfc3f47c09
3157,gemma-3-12b-it,100.0,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3158,gemma-3-1b-it,33.3333333333333,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3159,gemma-3-4b-it,100.0,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3160,llama-3.1-70b-instruct,16.6666666666666,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3161,llama-3.1-8b-instruct,16.6666666666666,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3162,llama-3.2-1b-instruct,16.6666666666666,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3163,llama-3.2-3b-instruct,33.3333333333333,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3164,mistral-24b,33.3333333333333,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3165,mistral-7b,16.6666666666666,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3166,qwen-2.5-3b-instruct,16.6666666666666,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3167,qwen-32b,33.3333333333333,paraphrase,instruction_following,15c6b7596ca96c40d0c142303178478af8d3f9d0f780d2fbad65e0fa411970b7
3168,gemma-3-12b-it,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3169,gemma-3-1b-it,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3170,gemma-3-4b-it,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3171,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3172,llama-3.1-8b-instruct,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3173,llama-3.2-1b-instruct,25.0,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3174,llama-3.2-3b-instruct,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3175,mistral-24b,25.0,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3176,mistral-7b,100.0,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3177,qwen-2.5-3b-instruct,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3178,qwen-32b,37.5,paraphrase,instruction_following,28225eb304ee633f078b9fb205f678e689ec92b0112d3d5f4f9c5d3391f5a67b
3179,gemma-3-12b-it,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3180,gemma-3-1b-it,16.6666666666666,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3181,gemma-3-4b-it,100.0,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3182,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3183,llama-3.1-8b-instruct,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3184,llama-3.2-1b-instruct,0.0,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3185,llama-3.2-3b-instruct,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3186,mistral-24b,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3187,mistral-7b,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3188,qwen-2.5-3b-instruct,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3189,qwen-32b,33.3333333333333,paraphrase,instruction_following,290ddccaf7a24527b8bcc08ea3e07ca14d86f7224c9ccbb03442da4efac0840b
3190,gemma-3-12b-it,20.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3191,gemma-3-1b-it,30.000000000000004,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3192,gemma-3-4b-it,40.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3193,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3194,llama-3.1-8b-instruct,30.000000000000004,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3195,llama-3.2-1b-instruct,10.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3196,llama-3.2-3b-instruct,20.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3197,mistral-24b,30.000000000000004,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3198,mistral-7b,20.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3199,qwen-2.5-3b-instruct,10.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3200,qwen-32b,20.0,paraphrase,instruction_following,2e1fca49ccefcb602c916a6302c061d32aa0eda95112e7cd2ed2506d50811caf
3201,gemma-3-12b-it,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3202,gemma-3-1b-it,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3203,gemma-3-4b-it,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3204,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3205,llama-3.1-8b-instruct,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3206,llama-3.2-1b-instruct,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3207,llama-3.2-3b-instruct,16.6666666666666,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3208,mistral-24b,100.0,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3209,mistral-7b,100.0,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3210,qwen-2.5-3b-instruct,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3211,qwen-32b,33.3333333333333,paraphrase,instruction_following,2ff571574542a8b55e3f5f6dde84aaae82a7f75ef56b61fe7f4a09bce170546d
3212,gemma-3-12b-it,100.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3213,gemma-3-1b-it,100.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3214,gemma-3-4b-it,100.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3215,llama-3.1-70b-instruct,25.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3216,llama-3.1-8b-instruct,25.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3217,llama-3.2-1b-instruct,100.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3218,llama-3.2-3b-instruct,100.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3219,mistral-24b,0.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3220,mistral-7b,0.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3221,qwen-2.5-3b-instruct,25.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3222,qwen-32b,100.0,paraphrase,instruction_following,35df8fcec24c52c406addabcc9af0ac0b7aef329efb29c4384f53e4ea7a89fb7
3223,gemma-3-12b-it,40.0,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3224,gemma-3-1b-it,20.0,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3225,gemma-3-4b-it,30.000000000000004,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3226,llama-3.1-70b-instruct,40.0,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3227,llama-3.1-8b-instruct,30.000000000000004,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3228,llama-3.2-1b-instruct,20.0,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3229,llama-3.2-3b-instruct,30.000000000000004,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3230,mistral-24b,30.000000000000004,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3231,mistral-7b,30.000000000000004,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3232,qwen-2.5-3b-instruct,20.0,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3233,qwen-32b,30.000000000000004,paraphrase,instruction_following,410213754fe7db03895021fa4febcc863e254349b5d67646e92beb22ced4150b
3234,gemma-3-12b-it,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3235,gemma-3-1b-it,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3236,gemma-3-4b-it,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3237,llama-3.1-70b-instruct,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3238,llama-3.1-8b-instruct,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3239,llama-3.2-1b-instruct,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3240,llama-3.2-3b-instruct,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3241,mistral-24b,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3242,mistral-7b,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3243,qwen-2.5-3b-instruct,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3244,qwen-32b,0.0,paraphrase,instruction_following,4671725af24cc8ec52ea8f7424c951274b68cefdb18564131d5938060c77dc56
3245,gemma-3-12b-it,100.0,paraphrase,instruction_following,480806ded46fba8711fafa728041b8e2fd0a40d9f8e4be4ea7c77ec7101e1a50
3246,gemma-3-1b-it,100.0,paraphrase,instruction_following,480806ded46fba8711fafa728041b8e2fd0a40d9f8e4be4ea7c77ec7101e1a50
3247,gemma-3-4b-it,100.0,paraphrase,instruction_following,480806ded46fba8711fafa728041b8e2fd0a40d9f8e4be4ea7c77ec7101e1a50
3248,llama-3.1-70b-instruct,100.0,paraphrase,instruction_following,480806ded46fba8711fafa728041b8e2fd0a40d9f8e4be4ea7c77ec7101e1a50
